lon,is_disabled,is_reserved,bike_id,current_range_meters,lat,vehicle_type_id
-87.7122325,0,0,e31cb4f84b219ff340b05a423c14fefe,18024.6528,41.790789333333336,2
-87.67349083333333,0,0,b17ffc521dc5d4e6c436676cfbcf1fd1,24301.0944,41.834270333333336,2
-87.68198483333333,0,0,59af34e3756822a0f9058cecb212ecc1,17541.8496,41.9799475,2
-87.6541,0,0,5f524205835810a34fccf12cc66f394d,15771.571200000002,41.827064,2
-87.61316366666667,0,0,1233a2c48e574a81ec07ebfe9f88755c,31543.142400000004,41.707320833333334,2
-87.663794,0,0,70cbffea2ab97f7bd3274b9908444afe,19312.128,41.928844833333336,2
-87.67323583333334,0,0,d72720853b4ea012107f7dc08bc73eca,19312.128,41.85207883333333,2
-87.69598433333333,0,0,8226d677637c3ecc5d8996c01400af16,39267.9936,41.997932,2
-87.70950500000001,0,0,5de46614a81fc9417746e02ba2ed9684,20760.5376,42.05273483333333,2
-87.61313733333333,0,0,edef26982ad4d8f9ccc204fc8eed795f,38785.19040000001,41.73694666666667,2
-87.70391816666667,0,0,555a86a56b9cd73b7f6556485afc8afc,20760.5376,41.808829,2
-87.62824133333334,0,0,c45506e0b9a9d5f29e3fb2e56cba7415,25749.504,41.90411783333333,2
-87.660312,0,0,dfacfdbe413f6e4d6d4c52ab277f75ed,28324.454400000002,41.984108666666664,2
-87.6115865,0,0,fe259aa6fb9885c9d99f457787381c00,15288.768,41.766343666666664,2
-87.69217,0,0,219182fd716b806cff91ce833dbe536b,24783.8976,41.858306166666665,2
-87.66812616666667,0,0,bb357bd8308420b2c0c77b099d0a33dc,11748.2112,41.97436283333333,2
-87.62568633333333,0,0,fd3013ccdb4e89944f2b497d798bc1f5,33796.224,41.705228,2
-87.62750966666667,0,0,776a2c9cc4837807b9ec1624a1ec2945,17541.8496,41.86803066666667,2
-87.76102216666666,0,0,7d905987078ecc36a48a2060a2aee0da,27519.782400000004,41.931403333333336,2
-87.76614933333333,0,0,c8a1255ca84206d1d43c0b541b2de545,13518.4896,41.95468366666667,2
-87.64150583333333,0,0,16a5b88fb83720a8ab816fe9be1e58eb,37014.912000000004,41.926981,2
-87.67070016666666,0,0,f34ee131045d5e904930fbcc8ab1e7be,29772.864,41.909866,2
-87.64124133333334,0,0,ff27298b9d8b5655553ef2d0d3e92a50,36049.3056,41.884009,2
-87.68237433333333,0,0,ccdf848242ba18d750c823c94cc574e3,25266.7008,41.691694166666665,2
-87.62423766666667,0,0,fb4e72fbc5d324a9a3835ccee4846def,29290.0608,41.72184166666667,2
-87.66819183333334,0,0,99f997a23b5967ab4db3c38c776d96f2,25266.7008,41.978121333333334,2
-87.67977016666667,0,0,6cbbd6105921a0ef06242c1f962e92d8,20760.5376,41.9434235,2
-87.68224616666667,0,0,d192938db686512a124528b424c973a6,38785.19040000001,41.95963616666667,2
-87.75130983333334,0,0,1196db7c769de784c0798cd2498f4716,15771.571200000002,41.9309855,2
-87.65857316666667,0,0,3ea2f305a10489206d95a0731c1c219d,37014.912000000004,41.849383333333336,2
-87.56715333333334,0,0,fe0458e371b82274ced004076d014e3b,18507.456000000002,41.722425,2
-87.79053933333333,0,0,09cf496ffeae6656c908f1a694546352,19794.931200000003,41.969999333333334,2
-87.65667433333333,0,0,de889f3ed72c615950e12b11c7696dcc,21243.340799999998,41.981845166666666,2
-87.67686166666667,0,0,4aa08e12685dff4d4a5a2bbe6df4b679,21243.340799999998,42.05626,2
-87.7575055,0,0,c050a80c9440dd21f716c4fb37c371ad,32830.6176,41.874595,2
-87.63176116666666,0,0,1296ff9f6676852d3dc3e5053d500f14,20277.7344,41.83449683333333,2
-87.723567,0,0,825be7a6441d223ba194a6e905038f90,37014.912000000004,41.939453,2
-87.67062066666666,0,0,9f5583deb446422938a06043d6168c5a,11265.408,41.943334,2
-87.6287855,0,0,92b1354cd07bbe2bd7eda93325627ab1,10782.604800000001,41.68481516666667,2
-87.69885383333333,0,0,a3163a689b33663dde584746fb4d0b06,16737.177600000003,41.86867433333333,2
